android,swing,swift,pel,matlab
-147162.85741586628,-23439.103981771765,-110666.32483087071,-398630.60601302946,-87711.14987086198
-63742.37636359561,-49126.64067566783,-33981.07184930124,-59116.54703695089,-70866.23246423595
-68111.33191684676,-42582.632863719366,-46647.06919211276,-27051.434709483725,-29195.311357655533
-170243.47189044606,-23797.382517614158,-33716.291149537625,-19262.13861798391,-12195.558119239668
-84684.11021560554,-36869.99797131579,-73404.7376926373,-69936.95731752903,-25312.264274882422
-143393.8446174238,-276921.2825754128,-32359.585584282067,-41468.55367594036,-35381.56328798615
-60569.55177280113,-19718.426289052222,-131744.8419206939,-32705.512793234167,-4749.36858414363
-43879.29023208962,-99603.51024295266,-96234.03021867813,-42428.297929421075,-110400.17694197304
-45778.915662733314,-79779.70557171525,-80694.1808106844,-47855.580930747696,-26974.034819911925
-181369.6729249469,-59983.36490397231,-340558.177775414,-43336.81654718914,-89856.64033966936
-28700.473913696587,-11574.418367296066,-66923.78963675698,-36260.248642919774,-39759.07013086025
-122799.16217745777,-49539.82720160592,-43830.2999044232,-25217.680207228248,-17060.93967616505
-162445.83931023345,-19346.43098551476,-42752.09148550649,-46636.18456849638,-72619.53908300972
-68040.44258753472,-111832.31339582187,-527550.7819846814,-18635.573751848828,-29105.49536541751
-34348.74611836706,-110794.71927521394,-278807.3562759909,-38329.799787087766,-131358.4256955024
-106786.31900389105,-355840.4463121246,-436974.43786266894,-132911.79435471343,-16901.265907914414
-25042.473648963125,-8668.551687818344,-44858.3249828969,-85904.98965202997,-133802.25132029603
-58960.23627004452,-52836.44318537362,-243969.3716643768,-45852.97431304384,-26890.012987674407
-12685.565385302125,-35719.82661184305,-42152.51413789448,-52568.87861363009,-10267.792997760354
-95238.95195232226,-56120.42741048794,-183982.77564853552,-172952.06911445057,-78202.78908894883
-76768.81124050198,-88822.02542108082,-121927.93540364107,-84284.32112898052,-35977.53089602915
-97500.94392382022,-33793.239955683326,-93153.7968121135,-49802.1153921824,-29281.524277406323
-50126.52424510774,-122437.6110853672,-43531.69178315902,-16101.621035268634,-37240.74612204492
-112451.4452567847,-95587.74491532936,-205179.53283469463,-13317.337612770325,-40324.400172181806
-87462.20697471,-41906.68738993822,-55363.06163920794,-50617.100730340644,-31773.69980618342
-71572.70040738049,-75054.24613514078,-83689.24320537361,-31573.56826450024,-21909.030312699117
-58390.019982794285,-62639.66926347326,-425888.6592870778,-93381.91201736289,-60766.53629631981
-37563.56150198242,-67236.91476326194,-17172.54271114787,-29150.90597474302,-33063.06851882848
-89618.51469161906,-22796.651147246477,-34976.854796881315,-91136.23968389325,-89886.89642636484
-45277.913838295,-63250.87220439672,-58072.23621988504,-26406.012375593695,-17079.1411215108
-46813.80879170069,-48265.0958014609,-60533.01620378522,-77063.29462085296,-61108.769015380254
-44567.71872972866,-23017.811679666982,-274545.05491313053,-35373.78098929088,-53485.59187587663
-50280.98855894592,-123055.38682258746,-108388.15321308121,-140069.00841836014,-19200.226429962517
-29028.977530953467,-61739.59095859278,-179353.78027881426,-46118.855375998195,-30512.0022785101
-50710.383687033565,-126822.95487319415,-30638.136179398043,-69155.7152625644,-20827.05869215381
-76303.34929414459,-92984.72012390144,-35356.04900103922,-116394.43278012236,-13549.126780667075
-20913.979991119148,-18454.192127905644,-254881.07664065628,-123845.46468384445,-17585.201525107226
-36853.80272420207,-23406.569725642235,-89697.99515333126,-31401.109893679368,-21898.851994140077
-86825.37931017333,-150486.60166015278,-11802.150399081223,-57839.323026658385,-118037.3391357451
-26075.7087245241,-548443.2390718239,-145358.2370221894,-6114.460675636305,-25771.329043293455
-60014.190041745715,-44466.15497448892,-120848.46989324536,-79555.25138245254,-37893.21210510213
-25452.454225569374,-13926.765242829035,-32920.74272506538,-28788.904183035487,-16101.818591146462
-22208.013627261993,-95391.21009198655,-116247.73006777352,-34006.88493929026,-40015.47870917063
-50192.99288114486,-73869.42311237045,-48130.29489040814,-48338.447002641886,-23336.16724712537
-63315.984685050695,-449287.5644929603,-187391.84608965364,-71193.29949137213,-19144.479209886376
-63552.65830885929,-41855.11243273268,-78168.55229803758,-42764.93186172739,-20275.411314041674
-44726.03092881644,-165922.92472815356,-66832.73516964824,-31431.124924647374,-33739.211862636934
-16121.922921824817,-187968.36316135427,-113229.14221365904,-34773.7473394279,-56484.11478001311
-33463.83718134467,-16770.11543020223,-100809.70192533768,-18063.601155172848,-23200.3269918161
-51982.176483060306,-33836.86904639818,-16726.64510977232,-42531.077766700204,-10397.491405334325
-243686.26914981817,-32785.84870418883,-25069.373624870983,-49603.99160866006,-26261.036604394503
-158423.8755538007,-355533.50532495766,-61025.48922424005,-8108.127762539036,-47698.37884524349
-113617.38152102161,-68778.81933113046,-130741.55213015777,-284071.6423995495,-45796.08458840888
-29292.69063894343,-78683.86988578468,-15337.447974389417,-14383.677482187233,-35728.276553374606
-57098.50329028534,-83521.5408540371,-168922.9364603038,-87054.47839997707,-28754.788250475707
-85014.02989649549,-49258.47719670883,-43089.78119869111,-249354.09102221124,-38890.81236271772
-124051.02468576058,-101187.34069350979,-41281.270508256166,-34794.34212005289,-94320.60756688086
-34258.56376182383,-127868.66635927287,-92059.42289292728,-98991.96176313901,-50416.4794771031
-74278.9457616364,-182729.4641076656,-177841.1991759834,-46494.980725338144,-7012.5925804488525
-26535.362882593105,-47502.337851965225,-484329.4509701559,-52795.9010842506,-44420.29929354115
-32493.837566916318,-61722.98103462866,-156327.2668911229,-41370.37961268845,-87122.20873551587
-54991.85225227658,-61669.024374963585,-19072.82593557554,-38196.974199201344,-73206.6029479018
-226555.12828704316,-63389.44193180463,-16736.532940350124,-38189.565624967836,-201372.3488457577
-35614.82721410444,-47865.18719094659,-217414.9959612453,-36801.36761039073,-38404.66170228544
-59617.6487353948,-82369.858643657,-85137.14536045575,-27974.26643662172,-55541.72658109978
-154237.34994258563,-123115.85262289096,-19793.870596173576,-68048.32519048774,-22059.175182583596
-173489.9105948495,-140154.77873222466,-26686.54231578507,-221555.14976762375,-10189.361091590798
-131442.85052914463,-179364.61163871764,-45704.592912762,-82904.89970759462,-32922.47864621289
-102352.15630718152,-13740.853721438429,-16365.751839476436,-95354.09621538513,-22038.179260344554
